company_number,company_name,company_status,incorporation_date,sic_codes,registered_office_address,active_directors_over_50,company_type,companies_house_turnover,hmrc_turnover,last_accounts_date,category,vat_number
SC353643,ACCLAIM CLEANING SYSTEMS LIMITED,active,2009-01-19,96090,"Westby, 64 West High Street, Forfar, DD8 1BJ, Scotland","SUTHERLAND, Jill Susan (Age: 73)",ltd,Not available,"£694,648,856.86",Not available,Cleaning,GBSC353643
9522519,A. C. CLEANING SERVICES LTD,active,2015-04-01,96090,"8 George Road, Water Orton, Birmingham, West Midlands, B46 1PE, United Kingdom","NATTRESS, Clive (Age: 58)",ltd,Not available,"£967,449,460.45",Not available,Cleaning,GB09522519
9357407,A C CLEANING SERVICES (GLOUCESTERSHIRE) LIMITED,active,2014-12-16,"81221, 81222","Forrabury Toadsmoor Road, Brimscombe, Stroud, Gloucestershire, GL5 2TB","SARGEANT, Robert James (Age: 50)",ltd,Not available,"£112,667,248.14",Not available,Cleaning,GB09357407
4539477,A. C. CLEANING SERVICES (WOLVERHAMPTON) LIMITED,active,2002-09-19,81210,"Benton Works, 16 Victoria Street, Willenhall, West Midlands, WV13 1DR","CARTWRIGHT, Andrew John (Age: 59); ROSE, Yvonne Nita (Age: 69)",ltd,Not available,"£30,081,429.58",Not available,Cleaning,GB04539477
15558283,AC CLEANING SUPPORT LTD,active,2024-03-12,"81210, 81221, 81222, 81299","23 Malmesbury Road, London, E18 2NL, United Kingdom","COELHO, Angela Luzia (Age: 64)",ltd,Not available,"£18,111,091.28",Not available,Cleaning,GB15558283
12103897,ACCURATE CLEANING SERVICES LIMITED,active,2019-07-15,97000,"206 Turners Hill, Cheshunt, Waltham Cross, EN8 9DE, England","FRANCIS-ANGLIN, Deborah (Age: 59); CLOVIE, Elizabeth (Age: 54)",ltd,Not available,"£5,905,035.07",Not available,Cleaning,GB12103897
6623823,ACCURATE CLEANING SOLUTIONS LTD,active,2008-06-18,46190,"Unit 4 12 Rendel Street, Grimsby, N. E. Lincs, DN31 1SF","SUTTON, Stephen (Age: 74)",ltd,Not available,"£198,130,978.35",Not available,Cleaning,GB06623823
7165258,ACD CLEANING LTD,active,2010-02-23,81299,"Unit 8 Holles House, Overton Road, London, SW9 7AP, England","HERRERA HERRERA, Julia Jeaqueline, Miss. (Age: 50)",ltd,Not available,"£74,773,232.00",Not available,Cleaning,GB07165258
9007826,ACE CLEANING AND SUPPORT SERVICES LTD,active,2014-04-23,81221,"Riverside House, 1-5 Como Street, Romford, Essex, RM7 7DN","RICHART, Garry (Age: 62)",ltd,Not available,"£318,727,591.87",Not available,Cleaning,GB09007826
8321111,ACE CLEANING COMPANY (LEICESTER) LTD,active,2012-12-06,81210,"Unit F Edward House, Grange Business Park, Whetstone, Leicester, LE8 6EP","BOOLEY, Melvyn Wayne (Age: 59); BOOLEY, Graham Michael (Age: 63); BOOLEY, Graham Michael (Age: 63); BOOLEY, Melvyn Wayne (Age: 59); HAYWARD, Charles Robert (Age: 58)",ltd,Not available,"£37,146,286.24",Not available,Cleaning,GB08321111
6155085,ACE CLEANING CONTRACTS LIMITED,active,2007-03-13,81299,"Goodridge Court, Goodridge Avenue, Gloucester, Gloucestershire, GL2 5EN, United Kingdom","THOMAS, Amanda Louise (Age: 60); THOMAS, Richard John (Age: 61); BRUCE, David Malcolm (Age: 68); BRUCE, Linda Jane (Age: 66)",ltd,Not available,"£144,871,489.99",Not available,Cleaning,GB06155085
11052519,ACE CLEANING (LONDON) SERVICES LIMITED,active,2017-11-07,81221,"81 Valliers Wood Road, Sidcup, DA15 8BQ, United Kingdom","CAPOCCI, Dawn (Age: 60); CAPOCCI, Paul (Age: 55)",ltd,Not available,"£8,839,420.56",Not available,Cleaning,GB11052519
4808859,ACE CLEANING SERVICES (NUNEATON) LIMITED,active,2003-06-24,82990,"9 Huntingdon Way, Stockingford, Nuneaton, CV10 8JL","BARTON, Janet (Age: 73); BARTON, Michael Ernest (Age: 76)",ltd,Not available,"£123,772,056.85",Not available,Cleaning,GB04808859
SC339653,ACE CLEANING SERVICES (SCOTLAND) LTD.,active,2008-03-14,81299,"5 Victoria Place, Airdrie, ML6 9BU","ELLIOT, Paul Elliot (Age: 65)",ltd,Not available,"£105,026,610.98",Not available,Cleaning,GBSC339653
12826412,ACE DRY CLEANING LIMITED,active,2020-08-20,96010,"Ace Dry Cleaners, 8 Grove House, Church Road, Ashford, Middlesex, TW15 2UD, United Kingdom","KARGBO-REFFELL, Kenneth Donald Andrew (Age: 62)",ltd,Not available,"£65,558,002.02",Not available,Cleaning,GB12826412
13228286,ACE PROFESSIONAL CLEANING LTD,active,2021-02-26,81222,"10 Stanley Road, Ponciau, Wrexham, LL14 1HH, Wales","COATES, Andrew Michael (Age: 56)",ltd,Not available,"£132,300,476.64",Not available,Cleaning,GB13228286
10699581,ACES CLEANING LTD,active,2017-03-30,96090,"218 Telfer Road, Coventry, CV6 3DR, England","DIMA, Florica (Age: 57)",ltd,Not available,"£6,562,204.79",Not available,Cleaning,GB10699581
11763852,ACE24 CLEANING SERVICES LTD,active,2019-01-14,81210,"83 Courtland Grove, London, SE28 8PD, England","AROJO, Charles (Age: 58)",ltd,Not available,"£742,155,361.78",Not available,Cleaning,GB11763852
11341638,ACE WINDOW CLEANING SERVICE LTD,active,2018-05-02,81221,"8 Shelley Close, Newport Pagnell, MK16 8JB, England","SCIBERRAS, Michael (Age: 52)",ltd,Not available,"£456,543,306.82",Not available,Cleaning,GB11341638
SC227534,ACF CLEANING LIMITED,active,2002-01-30,96090,"Unit 5 Commercial Centre, Stirling Enterprise Park, Stirling, FK7 7BF, Scotland","FORBES, Andrew Craig (Age: 57)",ltd,Not available,"£227,022,241.33",Not available,Cleaning,GBSC227534
7108870,A CLASS CLEANING LTD,active,2009-12-18,"81210, 81299","78 Twynyrodyn Road, Twynyrodyn, Merthyr Tydfil, Mid Glamorgan, CF47 0PT","MOCHAN-WALKER, Melanie (Age: 52)",ltd,Not available,"£26,998,935.35",Not available,Cleaning,GB07108870
15802499,A CLEANING COMPANY LIMITED,active,2024-06-25,81299,"635 Bath Road, Slough, SL1 6AE, England","TANG, Kwok Ying Grace (Age: 53)",ltd,Not available,"£5,789,461.44",Not available,Cleaning,GB15802499
9455770,A CLEANING PRODUCT LIMITED,active,2015-02-24,47990,"81 Illingworth Close, Mitcham, Surrey, CR4 3QF, England","ALAYANDE, Ayanlade (Age: 54)",ltd,Not available,"£517,416,464.53",Not available,Cleaning,GB09455770
15407564,A C M CLEANING LIMITED,active,2024-01-12,81210,"100 Upper Rainham Road, Hornchurch, RM12 4BY, England","MIHAI, Adrian Corneliu (Age: 55)",private-limited-guarant-nsc,Not available,"£203,928,794.62",Not available,Cleaning,GB15407564
3402877,ACME CLEANING SERVICES LIMITED,active,1997-07-14,81299,"16 Newhall Place 16-17 Newhall Hill, Birmingham, B1 3JH","SPENCER, Leslie Denis (Age: 80); SPENCER, Linda Susan (Age: 75)",ltd,Not available,"£730,150,444.51",Not available,Cleaning,GB03402877
2905621,ACOL CLEANING & HYGIENE LIMITED,active,1994-03-07,81299,"Unit 3 Lake Farm Business Estate, Allington Lane, Fair Oak, Hampshire, SO50 7DD, England","BARRETT, Lesley (Age: 72); BARRETT, Peter (Age: 72); POUND, Anita Lynn (Age: 79); POUND, Barry John (Age: 78)",ltd,Not available,"£199,149,572.62",Not available,Cleaning,GB02905621
10196433,ACOMB BOUNCY CASTLES & CLEANING LIMITED,active,2016-05-24,96090,"81 Barkston Avenue, York, YO26 5BA, United Kingdom","CAPLE, Dawn (Age: 53)",ltd,Not available,"£2,465,753.64",Not available,Cleaning,GB10196433
5560084,A COMPLETE CLEANING SERVICE LIMITED,active,2005-09-09,81221,"Bleak House, 118 Stotfold Road, Arlesey, Bedfordshire, SG15 6XS, England","COLLETT, Kellie Louise (Age: 52); COLLETT, Rodney John (Age: 56)",ltd,Not available,"£79,636,055.94",Not available,Cleaning,GB05560084
SC701035,ACORN CARPET CLEANING LIMITED,active,2021-06-08,81222,"Unit 110 Embroidery Mill Abbey Mill Business Centre, Paisley, PA1 1TJ, Scotland","HARDY, Ewan Alexander (Age: 61); HARDY, Laura Joan (Age: 62)",ltd,Not available,"£35,498,054.16",Not available,Cleaning,GBSC701035
6043174,ACORN CLEANING LIMITED,active,2007-01-05,81299,"1 Market Place, Market Place, Brackley, NN13 7AB, England","BASS TWITCHELL, Stuart Bernard (Age: 53)",ltd,Not available,"£49,963,996.48",Not available,Cleaning,GB06043174
8006388,ACORN CLEANING EQUIPMENT LTD,active,2012-03-26,47789,"Unit A1 Gledholt Business Park, Allen Row, Paddock, Huddersfield, HD1 4SB","HICKS, Richard Ashley (Age: 54)",ltd,Not available,"£885,507,367.63",Not available,Cleaning,GB08006388
12901745,ACORN CLEANING MANCHESTER LIMITED,active,2020-09-24,81210,"Archwood House 46-48 Long Street, Middleton, Manchester, M24 6UQ, United Kingdom","FARNELL, Anthony (Age: 58); FARNELL, Gary (Age: 65)",ltd,Not available,"£44,178,358.98",Not available,Cleaning,GB12901745
4002829,ACORN CLEANING SERVICES LIMITED,active,2000-05-26,81229,"10 Europa Way, Norwich, Norfolk, NR1 2EN","WISEMAN, David John Edward (Age: 77); WISEMAN, Paul David Edward (Age: 52)",ltd,Not available,"£35,221,211.62",Not available,Cleaning,GB04002829
7178163,ACORN CONTRACT CLEANING LIMITED,active,2010-03-04,82990,"Little Wrays Crutchfield Lane, Hookwood, Horley, Surrey, RH6 0HT","WHITING, Amanda Elizabeth (Age: 56); WHITING, David George (Age: 63)",ltd,Not available,"£18,706,320.24",Not available,Cleaning,GB07178163
9619866,ACP CLEANING SERVICES LIMITED,active,2015-06-02,81299,"54 Lordens Road, Liverpool, L14 9PA, United Kingdom","COLLERAN, Amanda (Age: 53); GHAILANE, Catherine (Age: 61)",ltd,Not available,"£488,405,434.24",Not available,Cleaning,GB09619866
7992303,ACR CLEANING LIMITED,active,2012-03-15,81210,"Unit 17, Stephenson Road, St Ives, Cambridgeshire, PE27 3WJ, England","RAMSEY, Anthony Carlyle (Age: 61)",ltd,Not available,"£25,949,631.61",Not available,Cleaning,GB07992303
15207425,ACR WINDOW CLEANING LIMITED,active,2023-10-12,82990,"Unit 17 Stephenson Road, St Ives, Cambridgeshire, PE27 3WJ, United Kingdom","RAMSEY, Anthony Carlyle (Age: 61)",ltd,Not available,"£5,535,871.88",Not available,Cleaning,GB15207425
6268958,ACS ABSOLUTE CLEANING SUPPLIES LIMITED,active,2007-06-05,47190,"51-53 Sterte Avenue West, Poole, Dorset, BH15 2AJ, England","BARNLEY, Alan James (Age: 51); BISHOP, Gary (Age: 65)",ltd,Not available,"£74,714,008.41",Not available,Cleaning,GB06268958
SC768382,ACS AYRSHIRE CLEANING SERVICES LTD,active,2023-05-05,81210,"Unit 1 82 Muir Street, Hamilton, ML3 6BJ, Scotland","JOLLEY, Margaret (Age: 71)",ltd,Not available,"£9,691,342.76",Not available,Cleaning,GBSC768382
4460719,ACS CLEANING SERVICES LIMITED,active,2002-06-13,81221,"Suite 1 Telford House, Warwick Road, Carlisle, Cumbria, CA1 2BT","ALLPORT, Jonathan Paul (Age: 52)",ltd,Not available,"£243,122,404.40",Not available,Cleaning,GB04460719
5471389,ACS SPECIALIST CLEANING LIMITED,active,2005-06-03,82990,"The Warehouse Stockclough Lane, Feniscowles, Blackburn, BB2 5JR, England","ARMSTRONG, Keith Raymond (Age: 58); ARMSTRONG, Diane (Age: 64); WILSON, Liam Patrick (Age: 52)",ltd,Not available,"£481,504,205.34",Not available,Cleaning,GB05471389
13713818,ACS WINDOW CLEANING LIMITED,active,2021-11-01,81221,"1 Royal Terrace, Southend-On-Sea, SS1 1EA, England","ANDERSON, Lesley Mary (Age: 62); ANDERSON, Robert (Age: 63)",ltd,Not available,"£14,469,259.78",Not available,Cleaning,GB13713818
4961789,ACT CLEANING SERVICES LIMITED,active,2003-11-12,81100,"26 West Drive, Sutton, Surrey, SM2 7NA","COKER, Karen Marie (Age: 66); COKER, Stephen William (Age: 68)",ltd,Not available,"£820,206,669.71",Not available,Cleaning,GB04961789
5701099,ACTION BEE CLEANING LIMITED,active,2006-02-07,"81299, 96090","Unit 11 Bell Industrial Estate, Cunnington Street, Chiswick, London, W4 5HB","PATON, Stuart Patric (Age: 50)",ltd,Not available,"£12,170,301.29",Not available,Cleaning,GB05701099
7053460,ACTION CLEANING AND RENOVATION LIMITED,active,2009-10-22,81210,"36 Toronto Road, Essex, Tilbury, RM18 7RP","NDUNGU, Samuel Mbugua (Age: 54)",ltd,Not available,"£39,345,009.68",Not available,Cleaning,GB07053460
3875115,ACTION INDUSTRIAL CLEANING SERVICES (UK) LIMITED,active,1999-11-11,81210,"New Derwent House, 69-73 Theobalds Road, London, WC1X 8TA, England","PYE, Dean Edward (Age: 51); PYE, James (Age: 55); PYE, Peter David (Age: 78)",ltd,Not available,"£25,552,184.45",Not available,Cleaning,GB03875115
11086926,ACTION WINDOW CLEANING LTD,active,2017-11-28,81221,"3 Highbay Close, Eastleigh, Hampshire, SO50 9QJ, England","MARSHALL, Clare (Age: 50); MARSHALL, Neil (Age: 50)",ltd,Not available,"£9,720,170.48",Not available,Cleaning,GB11086926
4378981,ACTIVE CLEANING LIMITED,active,2002-02-21,81210,"Active House Selby Fork, South Milford, Leeds, North Yorkshire, LS25 5LF","CREEL, Carolyn (Age: 59); ROSS, Adam Stuart (Age: 56)",ltd,Not available,"£173,506,954.88",Not available,Cleaning,GB04378981
4534697,ACTIVE CLEANING AND MAINTENANCE LIMITED,active,2002-09-13,81299,"304 Burnley Road, Accrington, BB5 6HG, England","WILCOCK, Andrew (Age: 58)",ltd,Not available,"£8,271,182.11",Not available,Cleaning,GB04534697
7431322,ACTIVE CLEANING & MAINTENANCE (MIDLANDS) LIMITED,active,2010-11-05,81210,"47b Hyde Road, Roade, Northampton, NN7 2LU","ROBINSON, Paul James (Age: 69)",ltd,Not available,"£6,118,691.15",Not available,Cleaning,GB07431322
4832632,ACTIVE CLEANING CONTRACTORS LIMITED,active,2003-07-15,81210,"Orchard House Orchard Waye, Uxbridge, Middlesex, UB8 2BP","MANNING, Charity (Age: 59); MANNING, James Joseph (Age: 59); MANNING, Clifford (Age: 65); MCKINLAY, Robert Andrew (Age: 63)",ltd,Not available,"£915,191,773.99",Not available,Cleaning,GB04832632
10432569,ACTIVE CLEANING HOLIDAY HOMES LIMITED,active,2016-10-18,96010,"Rear Of 55 Ebrington Street, Plymouth, PL4 9AA, United Kingdom","FELIX, Celia Antonia Rangel De Almeida (Age: 53)",ltd,Not available,"£33,257,028.04",Not available,Cleaning,GB10432569
8426835,ACTIVE CLEANINGSERVICES LTD,active,2013-03-01,20412,"55 Rear Ebrington Street, Plymouth, PL4 9AA","FELIX, Celia Antonia Rangel De Almeida (Age: 53)",ltd,Not available,"£38,847,673.59",Not available,Cleaning,GB08426835
6605363,ACTIVE CLEANING SERVICES OF SHROPSHIRE LIMITED,active,2008-05-29,81299,"Jones & Co 11b Newton Court, Pendeford Business Park, Wolverhampton, West Midlands, WV9 5HB","BATE, Steve (Age: 50)",ltd,Not available,"£5,001,814.23",Not available,Cleaning,GB06605363
4435492,ACTIVE CLEANING SOLUTIONS LIMITED,active,2002-05-10,81210,"12 Lodge Hill Walk, New Farnley, Leeds, LS12 5TP","CLARKSON, Christopher (Age: 59); CLARKSON, Nicola Jane (Age: 57)",ltd,Not available,"£159,507,141.11",Not available,Cleaning,GB04435492
9823366,ACTIVE EXTRACT CLEANING LIMITED,active,2015-10-14,81222,"Orchard House, Orchard Waye, Uxbridge, Middlesex, UB8 2BP, United Kingdom","MANNING, James Joseph (Age: 59); MANNING, Clifford (Age: 65)",ltd,Not available,"£5,306,502.04",Not available,Cleaning,GB09823366
11482579,ACTIVE OAPS CLEANING SERVICES LTD,active,2018-07-25,82990,"C C P Cleaning Supplies 7, Guildford Industrial Estate, Deacon Field, Guildford, Surrey, GU2 8YT, England","CLUSKEY, Brendan (Age: 78)",ltd,Not available,"£6,469,297.18",Not available,Cleaning,GB11482579
1154449,ACTUAL CLEANING CO. LIMITED(THE),active,1974-01-03,99999,"Suite 1 Concept House, 23 Billet Lane, Hornchurch, Essex, RM11 1XP, United Kingdom","HARRIS, Peter John (Age: 75); YARWOOD, Alan (Age: 75); YARWOOD, Peggy Anne (Age: 73)",ltd,Not available,"£1,318,389.24",Not available,Cleaning,GB01154449
4938494,ADAMS CLEANING & MAINTENANCE SERVICES LIMITED,active,2003-10-21,"81210, 81221, 81299","East Cottage, Hemsby Road, Martham, Great Yarmouth, Norfolk, NR29 4QH","ADAMS, Robin Francis (Age: 62)",ltd,Not available,"£1,320,995.95",Not available,Cleaning,GB04938494
8257637,ADAPT CLEANING SERVICES LIMITED,active,2012-10-17,81299,"19 Pickworth Close, London, SW8 2TS","SPINOLA, Anna Isabel (Age: 60); SPINOLA, Anna Isabel (Age: 60)",ltd,Not available,"£837,725,326.10",Not available,Cleaning,GB08257637
15690119,ADC CLEANING SERVICE LTD,active,2024-04-29,81222,"32 Barry Avenue, Ingol, Preston, PR2 3XN, England","COTTOM, Alfred David (Age: 50)",ltd,Not available,"£60,210,353.15",Not available,Cleaning,GB15690119
15764007,AD CLEANING SERVICES LTD,active,2024-06-05,81222,"69 Neasham Road, Seaham, Durham, SR7 0EH, United Kingdom","BULMER, Alan Richard (Age: 54)",ltd,Not available,"£42,623,352.77",Not available,Cleaning,GB15764007
10377670,ADELILUXE CLEANING LTD,active,2016-09-15,81299,"42 Donnybrook Road, London, SW16 5AZ, United Kingdom","MATIAS QUATORZE GRACA, Adelia Maria (Age: 63)",ltd,Not available,"£11,493,063.99",Not available,Cleaning,GB10377670
6603551,ADENTA CLEANING SERVICES LIMITED,active,2008-05-27,96090,"80 Clapham Manor Street, London, SW4 6EN","AFFUL, John Tennyson (Age: 74)",ltd,Not available,"£91,534,412.02",Not available,Cleaning,GB06603551
3982219,ADEPT CLEANING & MAINTENANCE SERVICES LTD,active,2000-04-27,81221,"4 Elgar Drive, Maltby, Rotherham, South Yorkshire, S66 7QE","BOYCE, Gareth (Age: 51); BOYCE, Stephanie (Age: 51); WILSON, Neil Joseph, Dr (Age: 55)",ltd,Not available,"£38,681,637.57",Not available,Cleaning,GB03982219
3090355,ADEPT CLEANING SERVICES LIMITED,active,1995-08-11,81299,"5 Gainsborough Drive, Mile Oak, Tamworth, Staffordshire, B78 3PJ","THOMSON, Alan Dunwoodie (Age: 64); THOMSON, Sukeshi (Age: 66)",ltd,Not available,"£17,442,305.02",Not available,Cleaning,GB03090355
9342284,ADEPT CLEARANCE & CLEANING SERVICES LIMITED,active,2014-12-05,96090,"7 St Petersgate, Stockport, Cheshire, SK1 1EB","MELLOR, Roger Howard (Age: 72)",ltd,Not available,"£57,124,580.78",Not available,Cleaning,GB09342284
7202789,ADEPT RESTORATIVE CLEANING LIMITED,active,2010-03-25,81222,"First Floor Office Westerham Garage, 190 London Road, Westerham, Kent, TN16 2DJ, England","QIZILBASH, Craig George Raza (Age: 55); HILL, Martin (Age: 58); SHAH, Ela (Age: 72)",ltd,Not available,"£1,792,228.14",Not available,Cleaning,GB07202789
5726396,ADEPTRO WINDOW CLEANING LTD,active,2006-03-01,81221,"Suite 1 Aireside House, Royd Ings Avenue, Keighley, West Yorkshire, BD21 4BZ, England","HENSON, Robert Edward (Age: 50)",ltd,Not available,"£195,424,015.50",Not available,Cleaning,GB05726396
12214625,ADE TC CLEANING LTD,active,2019-09-18,81299,"1 Wicket Avenue, Rainham, Gillingham, Kent 1 Wicket Avenue, Rainham, Gillingham, Kent, ME8 7EZ, United Kingdom","ADESANYA, Ademola (Age: 60)",ltd,Not available,"£9,102,568.06",Not available,Cleaning,GB12214625
14014393,ADM CLEANING SERVICES LIMITED,active,2022-03-31,"38110, 39000","Suite G04 1 Quality Court, Chancery Lane, London, WC2A 1HR, England","MAKINDE, Akin Daniel (Age: 51)",ltd,Not available,"£107,196,672.30",Not available,Cleaning,GB14014393
12446538,ADMIRAL COMMERCIAL CLEANING GROUP LTD,active,2020-02-06,81210,"3 Union Street, Fareham, PO16 7XX, United Kingdom","GRAY, Ronald (Age: 62)",ltd,Not available,"£207,071,703.00",Not available,Cleaning,GB12446538
14138147,ADNA CLEANING SERVICES LTD,active,2022-05-27,81210,"167 Battersea Rise, London, SW11 1HP, England","RAAGE, Abdi Ali (Age: 59)",ltd,Not available,"£244,325,325.32",Not available,Cleaning,GB14138147
15326598,ADOM CARE SUPPORT & CLEANING COMPANY LTD,active,2023-12-04,"81222, 87300, 87900, 96090","20 Wenlock Road, London, N1 7GU, England","OSEI, Isaac (Age: 53)",ltd,Not available,"£649,294,688.86",Not available,Cleaning,GB15326598
1002689,ADREM INDUSTRIAL MAINTENANCE AND CLEANING LIMITED,active,1971-02-18,81222,"22 Grange Road, Ramsgate, Kent, CT11 9LR","DOWSE, Graham John (Age: 78); BRADFORD, Elizabeth Anne (Age: 87); DOWSE, Olive (Age: 103)",ltd,Not available,"£45,737,549.88",Not available,Cleaning,GB01002689
15142314,ADRIANA I CLEANING LTD,active,2023-09-15,81210,"66 Stratford Street, Coventry, CV2 4NJ, England","IONITA, Adriana (Age: 50)",ltd,Not available,"£20,818,802.85",Not available,Cleaning,GB15142314
13987344,ADRIAN CLEANING AND SHINE LTD,active,2022-03-18,81299,"65 Compton Crescent, Leeds, LS9 6DQ, England","GROSU, Adrian (Age: 50)",ltd,Not available,"£349,301,838.95",Not available,Cleaning,GB13987344
8469480,ADRIANS CLEANING SERVICES LIMITED,active,2013-04-02,81299,"29 Harebeating Crescent, Hailsham, East Sussex, BN27 1JH, England","WAINWRIGHT, Adrian Albert Thomas (Age: 64); KAHAN, Barbara (Age: 93)",ltd,Not available,"£174,825,506.50",Not available,Cleaning,GB08469480
11550372,ADRIANS WINDOW CLEANING SERVICES LIMITED,active,2018-09-03,81221,"48 Whinmoor Road, West Derby, Liverpool, L12 2AX, England","APTER, Adrian Stephen (Age: 53)",ltd,Not available,"£576,385,524.75",Not available,Cleaning,GB11550372
15740897,ADRI CLEANING LTD,active,2024-05-25,81210,"78 Stoke Newington Road, London, N16 7XB, England","GIBSON, Adrian (Age: 50)",ltd,Not available,"£912,295,347.74",Not available,Cleaning,GB15740897
